DATA,MÊS,ANO,PRODUTO ,FORMA PGTO,QNTD,PRECO,TOTAL,Unnamed: 8,PRODUTO .1,PRECO.1
2024-11-15,Novembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-11-15,Novembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-11-15,Novembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-11-15,Novembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-11-15,Novembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-11-15,Novembro,2024,Casinhas,Dinheiro,1,56.94,56.94,,,
2024-11-16,Novembro,2024,Produtos Higiene,Dinheiro,2,95.51,191.02,,,
2024-11-16,Novembro,2024,Casinhas,PIX,2,56.94,113.88,,,
2024-11-16,Novembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-11-16,Novembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-11-16,Novembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-11-17,Novembro,2024,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2024-11-17,Novembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-11-17,Novembro,2024,Casinhas,Dinheiro,2,56.94,113.88,,,
2024-11-17,Novembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-11-17,Novembro,2024,Casinhas,PIX,3,56.94,170.82,,,
2024-11-17,Novembro,2024,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2024-11-18,Novembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-11-18,Novembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-11-18,Novembro,2024,Casinhas,PIX,1,56.94,56.94,,,
2024-11-18,Novembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-11-18,Novembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-11-18,Novembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-11-18,Novembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-11-18,Novembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-11-18,Novembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-11-18,Novembro,2024,Ração,PIX,2,123.57,247.14,,,
2024-11-19,Novembro,2024,Casinhas,Dinheiro,1,56.94,56.94,,,
2024-11-19,Novembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-11-19,Novembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-11-19,Novembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-11-20,Novembro,2024,Casinhas,Dinheiro,3,56.94,170.82,,,
2024-11-20,Novembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-11-20,Novembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-11-21,Novembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-11-21,Novembro,2024,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2024-11-21,Novembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-11-21,Novembro,2024,Casinhas,Dinheiro,1,56.94,56.94,,,
2024-11-22,Novembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-11-22,Novembro,2024,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2024-11-22,Novembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-11-22,Novembro,2024,Casinhas,Dinheiro,2,56.94,113.88,,,
2024-11-22,Novembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-11-23,Novembro,2024,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2024-11-23,Novembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-11-23,Novembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-11-23,Novembro,2024,Brinquedos,Cartão de Crédito,2,89.56,179.12,,,
2024-11-23,Novembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-11-23,Novembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-11-23,Novembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-11-23,Novembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-11-23,Novembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-11-23,Novembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-11-24,Novembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-11-24,Novembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-11-24,Novembro,2024,Casinhas,Dinheiro,1,56.94,56.94,,,
2024-11-24,Novembro,2024,Brinquedos,PIX,2,89.56,179.12,,,
2024-11-24,Novembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-11-24,Novembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-11-25,Novembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-11-25,Novembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-11-25,Novembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-11-25,Novembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-11-25,Novembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-11-25,Novembro,2024,Casinhas,PIX,1,56.94,56.94,,,
2024-11-26,Novembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-11-26,Novembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-11-26,Novembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-11-26,Novembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-11-26,Novembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-11-26,Novembro,2024,Brinquedos,Cartão de Crédito,2,89.56,179.12,,,
2024-11-26,Novembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-11-27,Novembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-11-27,Novembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-11-27,Novembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-11-28,Novembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-11-28,Novembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-11-28,Novembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-11-28,Novembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-11-28,Novembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-11-28,Novembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-11-29,Novembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-11-29,Novembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-11-29,Novembro,2024,Casinhas,Dinheiro,1,56.94,56.94,,,
2024-11-29,Novembro,2024,Casinhas,PIX,2,56.94,113.88,,,
2024-11-29,Novembro,2024,Casinhas,Cartão de Crédito,3,56.94,170.82,,,
2024-11-29,Novembro,2024,Ração,Cartão de Crédito,2,123.57,247.14,,,
2024-11-29,Novembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-11-30,Novembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-11-30,Novembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-11-30,Novembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-11-30,Novembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-11-30,Novembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-11-30,Novembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-11-30,Novembro,2024,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2024-12-01,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-01,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-01,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-01,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-01,Dezembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-12-02,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-02,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-02,Dezembro,2024,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2024-12-02,Dezembro,2024,Casinhas,PIX,2,56.94,113.88,,,
2024-12-02,Dezembro,2024,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2024-12-02,Dezembro,2024,Produtos Higiene,PIX,2,95.51,191.02,,,
2024-12-03,Dezembro,2024,Casinhas,Dinheiro,3,56.94,170.82,,,
2024-12-03,Dezembro,2024,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2024-12-03,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-03,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-03,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-03,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-03,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-03,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-04,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-04,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-04,Dezembro,2024,Ração,Dinheiro,2,123.57,247.14,,,
2024-12-04,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-04,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-05,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-05,Dezembro,2024,Casinhas,PIX,3,56.94,170.82,,,
2024-12-05,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-05,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-05,Dezembro,2024,Brinquedos,Cartão de Crédito,2,89.56,179.12,,,
2024-12-06,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-06,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-06,Dezembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-12-06,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-06,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-06,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-06,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-06,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-06,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-07,Dezembro,2024,Ração,Cartão de Débito,2,123.57,247.14,,,
2024-12-07,Dezembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-12-07,Dezembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-12-07,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-07,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-07,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-07,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-07,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-07,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-07,Dezembro,2024,Casinhas,Cartão de Crédito,3,56.94,170.82,,,
2024-12-08,Dezembro,2024,Casinhas,PIX,3,56.94,170.82,,,
2024-12-08,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-08,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-08,Dezembro,2024,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2024-12-08,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-08,Dezembro,2024,Casinhas,PIX,2,56.94,113.88,,,
2024-12-08,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-08,Dezembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-12-08,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-08,Dezembro,2024,Casinhas,PIX,1,56.94,56.94,,,
2024-12-08,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-08,Dezembro,2024,Casinhas,PIX,2,56.94,113.88,,,
2024-12-08,Dezembro,2024,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2024-12-08,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-09,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-09,Dezembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-12-09,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-09,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-09,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-09,Dezembro,2024,Casinhas,Dinheiro,3,56.94,170.82,,,
2024-12-09,Dezembro,2024,Brinquedos,Cartão de Crédito,2,89.56,179.12,,,
2024-12-09,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-09,Dezembro,2024,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2024-12-09,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-09,Dezembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-12-09,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-09,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-09,Dezembro,2024,Casinhas,Dinheiro,1,56.94,56.94,,,
2024-12-09,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-10,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-10,Dezembro,2024,Produtos Higiene,Cartão de Crédito,2,95.51,191.02,,,
2024-12-10,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-10,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-10,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-10,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-10,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-10,Dezembro,2024,Casinhas,Cartão de Crédito,3,56.94,170.82,,,
2024-12-10,Dezembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-12-10,Dezembro,2024,Casinhas,Dinheiro,3,56.94,170.82,,,
2024-12-11,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-11,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-11,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-11,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-11,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-11,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-11,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-11,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-12,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-12,Dezembro,2024,Casinhas,PIX,3,56.94,170.82,,,
2024-12-12,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-12,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-12,Dezembro,2024,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2024-12-12,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-12,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-12,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-12,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-12,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-12,Dezembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-12-13,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-13,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-13,Dezembro,2024,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2024-12-13,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-13,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-13,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-13,Dezembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-12-13,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-13,Dezembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-12-13,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-14,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-14,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-14,Dezembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-12-14,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-14,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-14,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-14,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-14,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-14,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-14,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-14,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-14,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-14,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-14,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-14,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-14,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-14,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-15,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-15,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-15,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-15,Dezembro,2024,Brinquedos,PIX,2,89.56,179.12,,,
2024-12-15,Dezembro,2024,Casinhas,Cartão de Crédito,3,56.94,170.82,,,
2024-12-15,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-15,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-15,Dezembro,2024,Casinhas,Dinheiro,3,56.94,170.82,,,
2024-12-16,Dezembro,2024,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2024-12-16,Dezembro,2024,Casinhas,Cartão de Crédito,2,56.94,113.88,,,
2024-12-16,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-16,Dezembro,2024,Casinhas,Dinheiro,3,56.94,170.82,,,
2024-12-16,Dezembro,2024,Brinquedos,Cartão de Débito,2,89.56,179.12,,,
2024-12-16,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-16,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-16,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-16,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-16,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-16,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-16,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-16,Dezembro,2024,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2024-12-16,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-16,Dezembro,2024,Casinhas,Cartão de Débito,1,56.94,56.94,,,
2024-12-17,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-17,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-17,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-17,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-17,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-17,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-17,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-17,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-17,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-17,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-17,Dezembro,2024,Brinquedos,Dinheiro,2,89.56,179.12,,,
2024-12-18,Dezembro,2024,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2024-12-18,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-18,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-18,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-18,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-18,Dezembro,2024,Casinhas,Cartão de Débito,2,56.94,113.88,,,
2024-12-18,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-18,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-18,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-18,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-19,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-19,Dezembro,2024,Ração,Cartão de Débito,2,123.57,247.14,,,
2024-12-19,Dezembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-12-19,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-19,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-19,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-19,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-19,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-19,Dezembro,2024,Casinhas,PIX,3,56.94,170.82,,,
2024-12-19,Dezembro,2024,Ração,Dinheiro,1,123.57,123.57,,,
2024-12-19,Dezembro,2024,Casinhas,Cartão de Crédito,3,56.94,170.82,,,
2024-12-19,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-20,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-20,Dezembro,2024,Casinhas,Dinheiro,1,56.94,56.94,,,
2024-12-20,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-20,Dezembro,2024,Casinhas,Cartão de Crédito,1,56.94,56.94,,,
2024-12-20,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-20,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-20,Dezembro,2024,Casinhas,Cartão de Débito,3,56.94,170.82,,,
2024-12-20,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-20,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-20,Dezembro,2024,Brinquedos,Dinheiro,2,89.56,179.12,,,
2024-12-20,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-20,Dezembro,2024,Produtos Higiene,Dinheiro,1,95.51,95.51,,,
2024-12-20,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-20,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-21,Dezembro,2024,Casinhas,Dinheiro,3,56.94,170.82,,,
2024-12-21,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-21,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-21,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-21,Dezembro,2024,Brinquedos,Cartão de Débito,1,89.56,89.56,,,
2024-12-21,Dezembro,2024,Ração,PIX,1,123.57,123.57,,,
2024-12-22,Dezembro,2024,Ração,PIX,2,123.57,247.14,,,
2024-12-22,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-22,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-22,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-22,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-22,Dezembro,2024,Produtos Higiene,Cartão de Débito,1,95.51,95.51,,,
2024-12-22,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-22,Dezembro,2024,Produtos Higiene,Cartão de Crédito,2,95.51,191.02,,,
2024-12-22,Dezembro,2024,Ração,Cartão de Crédito,1,123.57,123.57,,,
2024-12-22,Dezembro,2024,Brinquedos,Dinheiro,1,89.56,89.56,,,
2024-12-22,Dezembro,2024,Produtos Higiene,PIX,1,95.51,95.51,,,
2024-12-22,Dezembro,2024,Casinhas,PIX,2,56.94,113.88,,,
2024-12-22,Dezembro,2024,Casinhas,Cartão de Crédito,3,56.94,170.82,,,
2024-12-23,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-23,Dezembro,2024,Ração,Cartão de Débito,1,123.57,123.57,,,
2024-12-23,Dezembro,2024,Brinquedos,Cartão de Crédito,1,89.56,89.56,,,
2024-12-23,Dezembro,2024,Brinquedos,PIX,1,89.56,89.56,,,
2024-12-23,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-23,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
2024-12-23,Dezembro,2024,Produtos Higiene,Cartão de Crédito,1,95.51,95.51,,,
